attendance_rate_14d,attendance_rate_30d,absence_streak,late_ratio_14d,gpa_overall,avg_grade_last5,grade_trend,exam_fail_rate,homework_completion_rate,overdue_rate,missed_homework_streak,has_overdue_payment,max_debt_days,overdue_payment_count,dropped_out
0.364964,0.218044,0.000000,0.326781,0.506879,0.414934,0.152846,0.483048,0.693647,0.541628,0.400000,0.000000,0.000000,0.000000,0.000000
0.949795,0.893423,0.200000,0.135333,0.618456,0.617473,0.516209,0.409196,0.654016,0.332896,0.000000,0.000000,0.000000,0.000000,0.000000
0.446402,0.540010,0.300000,0.456907,0.262363,0.166080,0.340752,0.373507,0.485815,0.461452,0.400000,0.000000,0.000000,0.000000,0.000000
0.392068,0.344531,0.300000,0.128702,0.281746,0.246754,0.281221,0.470530,0.739823,0.433137,0.100000,0.000000,0.000000,0.000000,1.000000
0.699915,0.660627,0.000000,0.163650,0.363380,0.363669,0.350826,0.521554,0.372465,0.187405,0.100000,0.000000,0.000000,0.000000,0.000000
0.911850,0.907429,0.000000,0.090263,0.683737,0.671720,0.591063,0.035941,0.691489,0.008880,0.000000,0.000000,0.000000,0.000000,0.000000
0.761534,0.682883,0.000000,0.072588,0.750015,0.746166,0.684808,0.006725,0.944303,0.057361,0.000000,0.000000,0.000000,0.000000,0.000000
0.774682,0.846437,0.000000,0.021287,0.935943,0.935145,0.538342,0.221953,0.963186,0.096081,0.000000,0.000000,0.000000,0.000000,0.000000
0.195603,0.178467,0.100000,0.438124,0.462658,0.383091,0.586811,0.405979,0.582261,0.686934,0.000000,1.000000,0.062129,0.200000,0.000000
0.560474,0.622845,0.500000,0.290816,0.618804,0.425642,0.316117,0.775037,0.300863,0.629755,0.300000,1.000000,0.088130,0.400000,1.000000
0.575326,0.518840,0.000000,0.243174,0.859685,0.782643,0.517906,0.217540,0.588235,0.185697,0.100000,0.000000,0.000000,0.000000,0.000000
0.776741,0.736013,0.000000,0.147493,0.765988,0.585277,0.798987,0.278843,0.760977,0.157891,0.100000,0.000000,0.000000,0.000000,0.000000
0.797761,0.740709,0.000000,0.120979,0.707369,0.714683,0.424642,0.318215,0.776100,0.147983,0.200000,0.000000,0.000000,0.000000,0.000000
0.492631,0.479546,0.300000,0.218586,0.127046,0.106905,0.179128,0.358386,0.620995,0.311915,0.300000,0.000000,0.000000,0.000000,0.000000
0.962829,0.944185,0.000000,0.075688,0.482545,0.544941,0.366472,0.126075,0.869708,0.030908,0.000000,0.000000,0.000000,0.000000,0.000000
0.451884,0.381155,0.100000,0.307934,0.307892,0.154725,0.240220,0.460379,0.483760,0.219687,0.300000,1.000000,0.007125,0.400000,1.000000
0.883095,0.881376,0.200000,0.220568,0.976541,0.994093,0.535190,0.102684,0.906725,0.081474,0.000000,0.000000,0.000000,0.000000,0.000000
0.069043,0.177550,1.000000,0.538205,0.092052,0.000000,0.187703,0.504885,0.180639,0.665175,0.900000,1.000000,0.293956,0.800000,1.000000
0.659945,0.668721,0.300000,0.340898,0.425780,0.540381,0.671042,0.284269,0.395516,0.348682,0.200000,1.000000,0.044968,0.400000,0.000000
0.820051,0.829722,0.000000,0.236630,0.868440,0.856944,0.395504,0.012789,0.610424,0.084756,0.100000,0.000000,0.000000,0.000000,0.000000
0.952129,0.939906,0.100000,0.133576,0.817773,0.880602,0.515268,0.028605,0.864093,0.077828,0.000000,0.000000,0.000000,0.000000,0.000000
0.839323,0.829324,0.000000,0.045001,0.795759,0.883739,0.576668,0.039881,0.544387,0.108771,0.000000,0.000000,0.000000,0.000000,0.000000
0.681907,0.642353,0.000000,0.502597,0.374799,0.409925,0.648675,0.088604,0.767676,0.249320,0.000000,0.000000,0.000000,0.000000,0.000000
0.874754,0.874018,0.100000,0.331450,0.543836,0.599896,0.652411,0.335399,0.748484,0.035428,0.200000,0.000000,0.000000,0.000000,0.000000
0.393527,0.345430,0.200000,0.249527,0.414517,0.402730,0.382799,0.238591,0.397903,0.603372,0.000000,1.000000,0.196241,0.400000,0.000000
0.827493,0.850597,0.100000,0.458649,0.840086,0.970919,0.444304,0.349975,0.811831,0.091005,0.200000,0.000000,0.000000,0.000000,0.000000
0.319646,0.278577,0.200000,0.238435,0.735234,0.860144,0.331081,0.052288,0.884913,0.302210,0.000000,0.000000,0.000000,0.000000,0.000000
0.927505,0.895450,0.100000,0.162169,0.301241,0.488099,0.295042,0.367940,0.839847,0.213468,0.000000,0.000000,0.000000,0.000000,0.000000
0.159306,0.256259,0.500000,0.695683,0.165550,0.023849,0.150061,0.839062,0.025173,0.727770,0.600000,1.000000,0.335080,1.000000,1.000000
0.892607,0.923529,0.000000,0.005346,0.917798,0.920784,0.488867,0.010970,0.964705,0.119056,0.000000,0.000000,0.000000,0.000000,0.000000
0.173954,0.300699,0.300000,0.514952,0.387776,0.196151,0.222288,0.244832,0.171069,0.422420,0.300000,1.000000,0.187138,0.600000,1.000000
0.315907,0.387782,1.000000,0.530158,0.218707,0.131804,0.172063,0.673503,0.150716,0.685500,1.000000,1.000000,0.135648,0.600000,1.000000
0.758426,0.728155,0.000000,0.268603,0.849722,0.722967,0.339790,0.042639,0.938575,0.156838,0.100000,0.000000,0.000000,0.000000,0.000000
0.744381,0.781168,0.000000,0.248408,0.729303,0.736264,0.500171,0.191182,0.669312,0.110707,0.200000,0.000000,0.000000,0.000000,0.000000
0.471854,0.509296,0.200000,0.358033,0.330367,0.167728,0.315137,0.605707,0.137122,0.487463,0.600000,0.000000,0.000000,0.000000,1.000000
0.596500,0.545995,0.200000,0.379434,0.574831,0.560152,0.175284,0.206447,0.159034,0.373139,0.300000,0.000000,0.000000,0.000000,0.000000
0.646171,0.692946,0.100000,0.272962,0.796950,0.812839,0.480461,0.146788,0.936395,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000
0.930609,0.899150,0.000000,0.119609,0.930953,0.915304,0.389917,0.112888,0.897258,0.015990,0.000000,0.000000,0.000000,0.000000,0.000000
0.819999,0.822227,0.000000,0.227667,0.617069,0.547025,0.670185,0.057798,0.922247,0.009021,0.000000,0.000000,0.000000,0.000000,0.000000
0.877437,0.847848,0.000000,0.161815,0.716782,0.663452,0.558428,0.003540,0.717025,0.061446,0.000000,0.000000,0.000000,0.000000,0.000000
0.917421,0.903996,0.200000,0.036891,0.812513,0.887420,0.424706,0.230148,0.934521,0.040052,0.000000,0.000000,0.000000,0.000000,0.000000
0.452543,0.545292,0.400000,0.495460,0.508946,0.421699,0.394326,0.690806,0.630880,0.365361,0.400000,0.000000,0.000000,0.000000,0.000000
0.193280,0.320710,0.600000,0.711959,0.099917,0.046595,0.108491,0.929989,0.068409,0.488462,0.700000,1.000000,0.194861,0.600000,0.000000
0.955546,0.988145,0.000000,0.120924,0.591820,0.601407,0.633929,0.255804,0.777404,0.092444,0.000000,0.000000,0.000000,0.000000,0.000000
0.931712,0.949392,0.000000,0.046913,0.813776,0.896743,0.603189,0.141497,0.845008,0.031789,0.000000,0.000000,0.000000,0.000000,0.000000
0.867311,0.898776,0.100000,0.020258,0.648859,0.646787,0.497998,0.148298,0.693421,0.103044,0.000000,0.000000,0.000000,0.000000,0.000000
0.998268,0.960565,0.000000,0.165638,0.765074,0.815177,0.395691,0.073342,0.903241,0.037208,0.000000,0.000000,0.000000,0.000000,0.000000
0.979129,0.985855,0.000000,0.061370,0.708730,0.695414,0.440232,0.038746,0.665305,0.136210,0.000000,0.000000,0.000000,0.000000,0.000000
0.547410,0.596429,0.000000,0.344771,0.847048,0.855090,0.561115,0.128383,0.912827,0.138635,0.100000,0.000000,0.000000,0.000000,0.000000
0.865693,0.881558,0.000000,0.084841,0.927209,0.839296,0.546284,0.019898,0.868010,0.038770,0.000000,0.000000,0.000000,0.000000,0.000000
0.789138,0.794949,0.000000,0.014083,0.624856,0.627748,0.616662,0.047581,0.966539,0.095268,0.000000,0.000000,0.000000,0.000000,0.000000
0.917852,0.902291,0.200000,0.163049,0.714675,0.728141,0.602505,0.143320,0.745425,0.051637,0.000000,0.000000,0.000000,0.000000,0.000000
0.934117,0.921626,0.000000,0.166424,0.819885,0.940042,0.531015,0.075753,0.881740,0.013571,0.000000,0.000000,0.000000,0.000000,0.000000
0.465615,0.552278,0.200000,0.837139,0.565097,0.399406,0.327813,0.338086,0.352466,0.674319,0.600000,0.000000,0.000000,0.000000,1.000000
0.538946,0.535847,0.000000,0.054666,0.799772,0.819625,0.639343,0.064669,0.901459,0.035859,0.000000,0.000000,0.000000,0.000000,0.000000
0.454693,0.572566,0.400000,0.562395,0.521199,0.429656,0.271953,0.218640,0.440195,0.603957,0.500000,0.000000,0.000000,0.000000,1.000000
0.609902,0.630178,0.000000,0.026354,0.755278,0.819530,0.454097,0.211830,0.761284,0.007268,0.000000,0.000000,0.000000,0.000000,0.000000
0.868890,0.900997,0.000000,0.098439,0.882218,0.903168,0.452994,0.062164,0.863115,0.089021,0.000000,0.000000,0.000000,0.000000,0.000000
0.735478,0.783622,0.000000,0.349761,0.946216,0.899763,0.524522,0.108764,0.880487,0.054769,0.000000,0.000000,0.000000,0.000000,0.000000
0.067732,0.056489,0.500000,0.761669,0.135377,0.035712,0.300881,0.608789,0.154700,0.540718,0.900000,1.000000,0.338447,0.400000,1.000000
0.662122,0.562045,0.400000,0.144649,0.252633,0.054937,0.265777,0.486481,0.572563,0.396289,0.300000,1.000000,0.375500,0.200000,0.000000
0.932145,0.942010,0.000000,0.196545,0.864315,0.869191,0.523013,0.054377,0.753693,0.135954,0.000000,0.000000,0.000000,0.000000,0.000000
0.487750,0.428573,0.000000,0.078944,0.562429,0.570118,0.577836,0.307453,0.677360,0.131082,0.000000,0.000000,0.000000,0.000000,0.000000
0.739778,0.684043,0.000000,0.035248,0.773317,0.798702,0.456703,0.029484,0.965452,0.235806,0.000000,0.000000,0.000000,0.000000,0.000000
0.972587,0.940383,0.000000,0.149629,0.610127,0.602654,0.454196,0.107613,0.708798,0.176614,0.000000,1.000000,0.069853,0.200000,0.000000
0.990194,1.000000,0.000000,0.155887,0.688133,0.678957,0.713643,0.110032,0.674006,0.076620,0.000000,0.000000,0.000000,0.000000,0.000000
0.679086,0.690068,0.200000,0.216644,0.214156,0.312989,0.382267,0.413886,0.501787,0.414158,0.100000,1.000000,0.025264,0.200000,0.000000
0.505957,0.394986,0.200000,0.324989,0.287784,0.244955,0.328889,0.453182,0.478339,0.498312,0.300000,1.000000,0.062645,0.200000,0.000000
0.319640,0.353901,0.300000,0.667248,0.459180,0.361889,0.481644,0.580737,0.494873,0.478588,0.500000,1.000000,0.593747,0.400000,1.000000
0.378173,0.374730,0.100000,0.076602,0.752046,0.693618,0.637758,0.089378,0.792180,0.367458,0.000000,0.000000,0.000000,0.000000,0.000000
0.961729,0.984039,0.000000,0.143594,0.751976,0.726268,0.502474,0.078979,0.549560,0.077510,0.200000,0.000000,0.000000,0.000000,0.000000
0.863573,0.834682,0.100000,0.368623,0.734567,0.640675,0.617568,0.186748,0.906185,0.110709,0.100000,0.000000,0.000000,0.000000,0.000000
0.388675,0.283864,0.400000,0.311643,0.440125,0.401485,0.540719,0.352395,0.400311,0.528782,0.000000,0.000000,0.000000,0.000000,0.000000
0.473598,0.417016,0.300000,0.394952,0.558341,0.613896,0.764265,0.503021,0.369242,0.274236,0.200000,0.000000,0.000000,0.000000,1.000000
0.890998,0.932450,0.000000,0.212630,0.984149,0.976991,0.551453,0.112628,0.810477,0.028449,0.000000,0.000000,0.000000,0.000000,0.000000
0.743442,0.734637,0.000000,0.127049,0.778262,0.780814,0.677633,0.101510,0.780013,0.007697,0.000000,0.000000,0.000000,0.000000,0.000000
0.727065,0.701224,0.100000,0.123519,0.270808,0.258728,0.361031,0.445846,0.840077,0.113935,0.000000,0.000000,0.000000,0.000000,0.000000
0.917747,0.897112,0.000000,0.359252,0.854625,0.753444,0.408536,0.390886,0.711374,0.128529,0.000000,0.000000,0.000000,0.000000,0.000000
0.352813,0.394561,0.900000,0.740420,0.217726,0.191990,0.158170,0.937502,0.177071,0.930453,0.500000,0.000000,0.000000,0.000000,1.000000
0.708769,0.626320,0.000000,0.107635,0.815014,0.809254,0.635281,0.062612,0.675767,0.231925,0.000000,0.000000,0.000000,0.000000,0.000000
0.825925,0.789745,0.000000,0.241464,0.777143,0.827776,0.679967,0.157124,0.943857,0.025993,0.000000,0.000000,0.000000,0.000000,0.000000
0.817487,0.811919,0.000000,0.036869,0.835394,0.871638,0.462408,0.033865,0.849862,0.005251,0.000000,0.000000,0.000000,0.000000,0.000000
0.646488,0.585380,0.000000,0.268742,0.594944,0.687937,0.664315,0.313924,0.758966,0.509143,0.200000,0.000000,0.000000,0.000000,0.000000
0.503636,0.583052,0.200000,0.339422,0.470145,0.393495,0.504099,0.377154,0.791673,0.169170,0.000000,0.000000,0.000000,0.000000,0.000000
0.785216,0.786817,0.000000,0.228632,0.918327,0.939181,0.488282,0.019967,0.867008,0.019188,0.000000,0.000000,0.000000,0.000000,0.000000
0.399809,0.390777,0.000000,0.501505,0.312488,0.206652,0.551863,0.307961,0.447103,0.311613,0.400000,0.000000,0.000000,0.000000,0.000000
0.570575,0.520758,0.000000,0.020413,0.793148,0.840977,0.665448,0.062375,0.973411,0.072387,0.000000,0.000000,0.000000,0.000000,0.000000
0.410633,0.470873,0.600000,0.154687,0.437885,0.363228,0.486555,0.425180,0.555626,0.547847,0.300000,1.000000,0.049757,0.400000,1.000000
0.633803,0.678010,0.000000,0.111098,0.915754,0.903429,0.586999,0.025230,0.920490,0.080715,0.000000,0.000000,0.000000,0.000000,0.000000
0.386170,0.387900,0.300000,0.328821,0.368642,0.211519,0.165634,0.540751,0.285322,0.701371,0.200000,1.000000,0.671421,0.200000,0.000000
0.939341,0.899906,0.000000,0.149242,0.815977,0.766999,0.411468,0.008863,0.986314,0.053096,0.000000,0.000000,0.000000,0.000000,0.000000
0.935665,0.957627,0.000000,0.170277,0.749497,0.831383,0.656315,0.079349,0.868561,0.159937,0.000000,0.000000,0.000000,0.000000,0.000000
0.950157,0.882030,0.000000,0.076252,0.695033,0.718160,0.520505,0.028111,0.907951,0.083862,0.000000,0.000000,0.000000,0.000000,0.000000
0.001378,0.045897,0.700000,0.653876,0.071842,0.021213,0.014545,0.752042,0.240542,0.832963,0.600000,1.000000,0.868314,0.600000,1.000000
0.500464,0.501053,0.100000,0.626270,0.386075,0.361359,0.376768,0.442053,0.499948,0.524806,0.300000,0.000000,0.000000,0.000000,1.000000
0.433908,0.457014,0.100000,0.069973,0.832334,0.876400,0.394479,0.243599,0.732179,0.229316,0.100000,0.000000,0.000000,0.000000,0.000000
0.975147,1.000000,0.000000,0.059854,0.636399,0.640658,0.624912,0.026136,0.926372,0.004107,0.000000,0.000000,0.000000,0.000000,0.000000
0.953037,0.976425,0.000000,0.150280,0.792631,0.782255,0.385093,0.036527,0.856443,0.010638,0.000000,0.000000,0.000000,0.000000,0.000000
0.552867,0.633443,0.200000,0.214075,0.567384,0.656163,0.566973,0.259283,0.636930,0.033017,0.000000,0.000000,0.000000,0.000000,0.000000
0.270678,0.328836,0.800000,0.895123,0.120039,0.095373,0.202196,0.497571,0.077748,0.784443,0.900000,1.000000,0.494629,1.000000,1.000000
0.273389,0.270686,0.100000,0.520914,0.523127,0.434593,0.236841,0.449128,0.375997,0.495804,0.500000,0.000000,0.000000,0.000000,1.000000
0.644228,0.575947,0.100000,0.316390,0.728551,0.650377,0.919477,0.103370,0.535030,0.140534,0.200000,0.000000,0.000000,0.000000,0.000000
0.676643,0.688177,0.000000,0.069357,0.815041,0.851646,0.497066,0.054946,0.979716,0.014818,0.000000,0.000000,0.000000,0.000000,0.000000
0.949292,0.933162,0.000000,0.049109,0.939736,0.967228,0.591117,0.065145,0.915159,0.009596,0.000000,0.000000,0.000000,0.000000,0.000000
0.342932,0.280594,0.300000,0.821886,0.513061,0.389954,0.415785,0.418697,0.417222,0.235124,0.300000,0.000000,0.000000,0.000000,0.000000
0.456993,0.626348,0.600000,0.198676,0.494248,0.319823,0.275923,0.225670,0.462189,0.497569,0.300000,1.000000,0.061396,0.600000,0.000000
0.951076,0.980683,0.200000,0.122949,0.776772,0.750344,0.512257,0.164196,0.639095,0.125242,0.100000,1.000000,0.029492,0.200000,0.000000
0.198740,0.225424,0.500000,0.147971,0.340308,0.180505,0.449621,0.530442,0.385706,0.742322,0.200000,1.000000,0.379432,0.600000,1.000000
0.482953,0.352990,0.200000,0.518976,0.425411,0.381247,0.562125,0.207884,0.433482,0.477325,0.300000,0.000000,0.000000,0.000000,1.000000
0.927844,0.919834,0.000000,0.073635,0.813571,0.883726,0.582262,0.048577,0.773212,0.180039,0.000000,0.000000,0.000000,0.000000,0.000000
0.143976,0.213889,0.400000,0.477827,0.094502,0.000000,0.355681,0.902999,0.153679,0.633452,0.600000,0.000000,0.000000,0.000000,1.000000
0.750242,0.693184,0.100000,0.170270,0.815766,0.776627,0.675182,0.139033,0.823251,0.124450,0.100000,0.000000,0.000000,0.000000,0.000000
0.558875,0.497391,0.000000,0.176422,0.720594,0.748769,0.419632,0.075002,0.614986,0.130560,0.100000,0.000000,0.000000,0.000000,0.000000
0.799768,0.817770,0.000000,0.264375,0.838883,0.907805,0.333855,0.009537,0.978901,0.019144,0.000000,0.000000,0.000000,0.000000,0.000000
0.208637,0.282923,0.400000,0.395900,0.576828,0.507679,0.152860,0.564938,0.504829,0.275047,0.200000,1.000000,0.784504,0.400000,0.000000
0.945309,0.959198,0.000000,0.034011,0.873829,0.866318,0.540297,0.085897,0.756216,0.162091,0.000000,0.000000,0.000000,0.000000,0.000000
0.644433,0.609881,0.000000,0.089581,0.551709,0.493572,0.585655,0.171606,0.860019,0.144528,0.000000,0.000000,0.000000,0.000000,0.000000
0.421472,0.434622,0.400000,0.192879,0.517705,0.490553,0.254705,0.437784,0.448333,0.051950,0.300000,1.000000,0.222803,0.400000,0.000000
0.281058,0.277958,0.800000,0.455035,0.171588,0.059952,0.382180,0.619322,0.089155,0.845238,1.000000,1.000000,0.453698,0.800000,0.000000
0.517214,0.549291,0.400000,0.620770,0.648955,0.534927,0.238753,0.489208,0.514744,0.694031,0.200000,0.000000,0.000000,0.000000,0.000000
0.614865,0.645668,0.000000,0.254082,0.776584,0.729528,0.426960,0.190294,0.824385,0.323660,0.000000,0.000000,0.000000,0.000000,0.000000
0.309241,0.445659,0.200000,0.671138,0.281413,0.096637,0.209271,0.325695,0.192518,0.384168,0.600000,1.000000,0.058680,0.600000,1.000000
0.931639,0.917539,0.000000,0.164846,0.811430,0.926038,0.596649,0.078404,0.831859,0.035274,0.000000,0.000000,0.000000,0.000000,0.000000
0.847249,0.803653,0.200000,0.071293,0.935644,0.896001,0.575876,0.081239,0.944054,0.180870,0.000000,0.000000,0.000000,0.000000,0.000000
0.422345,0.416031,0.300000,0.263040,0.633634,0.611665,0.638164,0.707359,0.673051,0.591965,0.100000,1.000000,0.627807,0.400000,1.000000
0.279497,0.348734,0.400000,0.103005,0.412159,0.354291,0.341185,0.267816,0.357067,0.357839,0.200000,1.000000,0.280105,0.400000,1.000000
0.863360,0.826461,0.000000,0.140694,0.906306,0.981941,0.601145,0.116563,0.858078,0.050064,0.000000,0.000000,0.000000,0.000000,0.000000
0.140490,0.243051,0.600000,0.816455,0.314534,0.118706,0.325231,0.667274,0.343029,0.543594,0.500000,0.000000,0.000000,0.000000,1.000000
0.751962,0.782784,0.000000,0.142115,0.883322,0.868625,0.486974,0.115812,0.939593,0.050304,0.000000,0.000000,0.000000,0.000000,0.000000
0.616356,0.548436,0.000000,0.040968,0.491692,0.541876,0.515173,0.198438,0.982361,0.073813,0.000000,0.000000,0.000000,0.000000,0.000000
0.898045,0.919060,0.200000,0.293480,0.824471,0.885374,0.230617,0.218747,0.773057,0.146645,0.000000,0.000000,0.000000,0.000000,0.000000
0.880331,0.813402,0.000000,0.502230,0.758278,0.728237,0.411846,0.066001,0.822932,0.306245,0.100000,0.000000,0.000000,0.000000,0.000000
0.741871,0.693325,0.000000,0.210539,0.856870,0.864158,0.484505,0.157437,0.636652,0.093469,0.200000,0.000000,0.000000,0.000000,0.000000
0.055964,0.094792,0.500000,0.589564,0.235177,0.090570,0.350241,0.522054,0.142214,0.818965,0.900000,1.000000,0.031485,0.600000,0.000000
0.466200,0.575265,0.500000,0.294790,0.494826,0.357588,0.320739,0.417550,0.329870,0.455681,0.200000,1.000000,0.526829,0.600000,1.000000
0.887117,0.818306,0.000000,0.261365,0.739711,0.752365,0.480424,0.071642,0.753515,0.414617,0.100000,0.000000,0.000000,0.000000,0.000000
0.910281,0.907339,0.000000,0.115147,0.611907,0.562797,0.589283,0.014881,0.939385,0.027129,0.000000,0.000000,0.000000,0.000000,0.000000
0.689020,0.718440,0.000000,0.033172,0.804787,0.879590,0.608040,0.136537,0.702629,0.161031,0.000000,0.000000,0.000000,0.000000,0.000000
0.253780,0.329403,0.600000,0.787579,0.098395,0.000000,0.199272,0.939065,0.130894,0.935934,0.600000,0.000000,0.000000,0.000000,1.000000
0.734727,0.730497,0.000000,0.154161,0.947021,0.914107,0.417746,0.033066,0.929483,0.083593,0.000000,0.000000,0.000000,0.000000,0.000000
0.752244,0.691741,0.200000,0.120979,0.736101,0.751313,0.461698,0.044277,0.975749,0.015097,0.100000,0.000000,0.000000,0.000000,0.000000
0.464169,0.490157,0.500000,0.367696,0.594136,0.486628,0.306587,0.682151,0.492155,0.559011,0.300000,1.000000,0.290996,0.400000,1.000000
0.432981,0.526926,0.400000,0.373090,0.490287,0.307500,0.263711,0.510342,0.260727,0.510645,0.400000,0.000000,0.000000,0.000000,1.000000
0.177639,0.302208,0.400000,0.577578,0.291317,0.125114,0.309574,0.293368,0.341170,0.671572,0.500000,0.000000,0.000000,0.000000,1.000000
0.841481,0.856052,0.000000,0.086086,0.938587,0.958173,0.489175,0.123527,0.643720,0.052028,0.000000,0.000000,0.000000,0.000000,0.000000
0.279399,0.178642,0.200000,0.247513,0.636426,0.564524,0.239955,0.207138,0.388836,0.183650,0.100000,0.000000,0.000000,0.000000,1.000000
0.546574,0.520693,0.100000,0.230616,0.114813,0.000000,0.596164,0.405783,0.427997,0.187093,0.000000,0.000000,0.000000,0.000000,1.000000
0.875764,0.882391,0.100000,0.298106,0.516066,0.532116,0.489247,0.066736,0.887199,0.014845,0.000000,1.000000,0.001724,0.400000,0.000000
0.381085,0.371037,0.200000,0.466653,0.635976,0.547391,0.246621,0.610451,0.186221,0.710786,0.400000,0.000000,0.000000,0.000000,0.000000
0.782841,0.721661,0.100000,0.027124,0.872044,0.792565,0.641650,0.087142,0.926050,0.102386,0.000000,0.000000,0.000000,0.000000,0.000000
0.977482,0.989821,0.000000,0.096429,0.868185,0.891673,0.388532,0.140569,0.890784,0.149116,0.000000,0.000000,0.000000,0.000000,0.000000
0.959855,0.925899,0.000000,0.069844,0.746235,0.684455,0.586178,0.015381,0.820718,0.060477,0.000000,0.000000,0.000000,0.000000,0.000000
0.414136,0.408104,0.200000,0.386973,0.711410,0.705131,0.536525,0.252969,0.660085,0.377224,0.000000,0.000000,0.000000,0.000000,0.000000
0.751764,0.675459,0.200000,0.318256,0.714916,0.790548,0.544408,0.487155,0.985871,0.120684,0.000000,0.000000,0.000000,0.000000,0.000000
0.610167,0.621187,0.000000,0.233409,0.862945,0.889919,0.672238,0.093912,0.887529,0.108285,0.000000,0.000000,0.000000,0.000000,0.000000
0.848888,0.802282,0.000000,0.146701,0.727893,0.727847,0.699125,0.235747,0.756229,0.153392,0.200000,0.000000,0.000000,0.000000,0.000000
0.174168,0.210426,0.400000,0.598463,0.482940,0.416011,0.309281,0.386756,0.520799,0.444221,0.500000,1.000000,0.571792,0.200000,1.000000
0.433122,0.517792,0.500000,0.549341,0.532390,0.395802,0.150022,0.525785,0.474420,0.408708,0.400000,1.000000,0.631300,0.400000,0.000000
0.709812,0.696075,0.100000,0.561350,0.861573,0.972634,0.468268,0.139487,0.531399,0.267187,0.000000,0.000000,0.000000,0.000000,0.000000
0.457202,0.430824,0.300000,0.333291,0.397818,0.350202,0.670808,0.444337,0.426145,0.257149,0.200000,0.000000,0.000000,0.000000,1.000000
0.771513,0.786616,0.000000,0.194353,0.662478,0.643857,0.279630,0.273267,0.879983,0.357287,0.100000,0.000000,0.000000,0.000000,0.000000
0.175605,0.263059,1.000000,0.551304,0.222112,0.095407,0.158646,0.922885,0.079564,0.812182,0.600000,1.000000,0.335029,0.400000,1.000000
0.861491,0.840376,0.200000,0.315625,0.913626,0.967277,0.681592,0.042155,0.874700,0.041331,0.000000,0.000000,0.000000,0.000000,0.000000
0.913000,0.930270,0.000000,0.034707,0.736864,0.782752,0.607828,0.021327,0.464392,0.012925,0.000000,0.000000,0.000000,0.000000,0.000000
0.561666,0.580626,0.000000,0.245606,0.648436,0.698716,0.495160,0.213252,0.878718,0.069600,0.000000,0.000000,0.000000,0.000000,0.000000
0.873201,0.849409,0.000000,0.104497,0.853072,0.970979,0.496879,0.114664,0.733818,0.011183,0.000000,0.000000,0.000000,0.000000,0.000000
0.576665,0.539305,0.100000,0.427617,0.813682,0.766869,0.637316,0.312717,0.719376,0.407464,0.000000,0.000000,0.000000,0.000000,0.000000
0.687128,0.678415,0.000000,0.049067,0.851571,0.863236,0.661455,0.020920,0.931602,0.112870,0.000000,0.000000,0.000000,0.000000,0.000000
0.651638,0.542339,0.000000,0.072168,0.791341,0.839161,0.382395,0.029211,0.766424,0.289617,0.100000,0.000000,0.000000,0.000000,0.000000
0.249661,0.371487,0.400000,0.321082,0.441293,0.243781,0.275359,0.834156,0.267116,0.486442,0.200000,1.000000,0.029751,0.600000,1.000000
0.283162,0.313155,0.100000,0.611192,0.288322,0.316099,0.286069,0.169377,0.439601,0.602661,0.300000,1.000000,0.044681,0.400000,0.000000
0.375717,0.270793,0.100000,0.297935,0.272171,0.223953,0.165556,0.103522,0.451612,0.628915,0.100000,0.000000,0.000000,0.000000,0.000000
0.781841,0.777259,0.000000,0.041862,0.908650,1.000000,0.441687,0.056314,0.890758,0.021452,0.000000,0.000000,0.000000,0.000000,0.000000
0.603341,0.466537,0.000000,0.209949,0.605063,0.648620,0.441642,0.276366,0.683207,0.541617,0.100000,0.000000,0.000000,0.000000,0.000000
0.826273,0.861198,0.000000,0.300184,0.740358,0.639943,0.729467,0.283992,0.522992,0.426557,0.000000,0.000000,0.000000,0.000000,0.000000
0.191859,0.337713,0.300000,0.795079,0.039185,0.005934,0.353498,0.368124,0.111641,0.609027,0.800000,1.000000,0.094183,1.000000,1.000000
0.203672,0.290308,0.300000,0.658026,0.113457,0.068687,0.159499,0.307288,0.061460,0.906212,0.400000,1.000000,0.943830,0.600000,1.000000
0.509663,0.564189,0.300000,0.692088,0.569524,0.404008,0.253498,0.285010,0.159117,0.592904,0.500000,0.000000,0.000000,0.000000,1.000000
0.804218,0.877299,0.000000,0.294581,0.750498,0.708529,0.395979,0.329691,0.835252,0.255595,0.000000,0.000000,0.000000,0.000000,0.000000
0.971451,0.993893,0.100000,0.012866,0.807098,0.772043,0.580556,0.059077,0.674796,0.017941,0.000000,0.000000,0.000000,0.000000,0.000000
0.478144,0.408027,0.300000,0.372088,0.250708,0.180912,0.179797,0.273911,0.619340,0.324218,0.000000,0.000000,0.000000,0.000000,0.000000
0.855419,0.848331,0.200000,0.129914,0.685733,0.655183,0.512861,0.007357,0.818743,0.002632,0.000000,0.000000,0.000000,0.000000,0.000000
0.952891,0.945721,0.000000,0.211237,0.497897,0.541008,0.517392,0.117931,0.579510,0.067877,0.000000,0.000000,0.000000,0.000000,0.000000
0.928532,0.937991,0.000000,0.157156,0.653582,0.628921,0.692505,0.087678,0.918395,0.102911,0.000000,0.000000,0.000000,0.000000,0.000000
0.857976,0.856448,0.000000,0.248505,0.789000,0.804424,0.683582,0.065184,0.917785,0.295871,0.000000,0.000000,0.000000,0.000000,0.000000
